Shipment Attribution,Barcode,Quantity Remaining,MRP,Cost Price,Minimum Price,Shelf Score,Date of Shelving,Expiry Date
241002DC,1319495204239,186,478.65,324.05,340.25250000000005,0.9712981559969636,2024-10-02,2026-02-08
240603DA,5756935329189,90,412.49,351.6,369.18000000000006,0.6836845930232558,2024-06-03,2024-08-28
240603DB,3270110394259,167,276.68,175.74,184.52700000000002,0.8806320470272344,2024-06-03,2025-11-03
240603DC,1319495204239,90,478.65,411.02,431.571,0.8108145103294979,2024-06-03,2025-09-24
240603DD,3801660182303,441,355.28,280.12,294.12600000000003,0.961461589647376,2024-06-03,2025-09-06
240603DE,7909647285748,159,435.69,374.84,393.582,0.9892328439805752,2024-06-03,2025-09-14
240726BA,2974785865598,232,311.37,275.47,289.24350000000004,0.7532435825892857,2024-07-26,2024-11-15
240726BB,4799124724315,298,181.18,116.19,121.9995,0.9984684095470183,2024-07-26,2026-01-22
240617DA,9471443645365,215,492.25,305.72,321.00600000000003,0.0,2024-06-17,2024-05-28
240617DB,5723787941699,149,292.84,219.99,230.98950000000002,0.8475297343346381,2024-06-17,2025-10-26
240617DC,3348353436381,20,337.58,281.58,295.659,0.7416856959908309,2024-06-17,2025-10-31
240712AA,9320526500374,302,215.58,186.07,195.3735,0.0,2024-07-12,2024-05-16
240712AB,2668380592920,343,425.92,313.35,329.01750000000004,0.9519080528846153,2024-07-12,2024-11-19
240712AC,1366803933780,354,220.48,143.9,151.095,0.9802007418959888,2024-07-12,2025-06-12
240712AD,4852979716602,131,53.02,35.37,37.1385,0.973696580573694,2024-07-12,2025-12-30
240527DA,6400454451965,239,424.14,302.75,317.8875,0.7147796205691878,2024-05-27,2025-04-15
240527DB,4264705587768,343,305.69,236.4,248.22000000000003,0.5815099725868496,2024-05-27,2024-12-10
241226DA,9471443645365,4,492.25,323.71,339.89549999999997,0.9999990463256836,2024-12-26,2025-04-12
241226DB,5656234314111,5,497.03,316.59,332.41949999999997,0.9999847412109375,2024-12-26,2025-11-07
241226DC,3270110394259,160,276.68,169.53,178.00650000000002,0.999969482421875,2024-12-26,2026-10-16
241226DD,7784851719923,40,21.64,13.02,13.671,0.9999980926513672,2024-12-26,2026-03-06
241226DE,7438552944490,358,215.26,135.78,142.56900000000002,0.9998779296875,2024-12-26,2025-12-26
240403EA,1530281751828,191,174.5,116.76,122.59800000000001,0.47319097104279895,2024-04-03,2024-11-19
240403EB,1489716693439,340,397.04,239.66,251.643,0.8114246039221129,2024-04-03,2025-11-15
240403EC,1110475018705,115,83.67,53.82,56.511,0.7792241480443385,2024-04-03,2025-12-10
240403ED,8650517934553,327,363.42,223.13,234.28650000000002,0.6065379731332508,2024-04-03,2025-01-31
240325DA,9133603908014,142,348.85,282.85,296.99250000000006,0.4939679210209003,2024-03-25,2025-01-30
240325DB,1081846168108,204,431.55,280.47,294.49350000000004,0.5857954545454546,2024-03-25,2024-05-19
240325DC,7909647285748,68,435.69,303.84,319.032,0.6364624215922224,2024-03-25,2024-10-29
240325DD,8952577124826,183,112.68,81.31,85.3755,0.42183455952837423,2024-03-25,2025-02-14
241220EA,1081846168108,373,431.55,268.55,281.9775,0.0,2024-12-20,2024-10-07
241220EB,1887140245119,375,47.43,42.11,44.2155,0.9999381171332465,2024-12-20,2025-03-02
240508CA,4426249772873,59,50.01,34.48,36.204,0.6689367210410557,2024-05-08,2025-04-14
240508CB,5656234314111,365,497.03,429.67,451.1535,0.8215280502073226,2024-05-08,2026-01-18
240623BA,1319495204239,455,478.65,410.76,431.298,0.7826984242738289,2024-06-23,2025-12-14
240623BB,6400454451965,332,424.14,266.43,279.7515,0.0,2024-06-23,2024-05-14
240415EA,7417081143053,428,46.68,35.47,37.2435,0.6033437991289143,2024-04-15,2025-08-15
240714DA,7442652072221,399,325.21,200.89,210.93449999999999,0.8981660581102558,2024-07-14,2025-08-26
240331CA,4266329572283,0,494.87,315.49,331.2645,0.7600835360013521,2024-03-31,2024-12-16
240331CB,8952577124826,255,112.68,86.21,90.5205,0.0,2024-03-31,2024-01-15
240331CC,1110475018705,421,83.67,61.72,64.806,0.0,2024-03-31,2024-02-21
240331CD,1489716693439,49,397.04,262.83,275.9715,0.4412538178113042,2024-03-31,2024-12-01
240520DA,7534112261015,236,295.41,198.02,207.92100000000002,0.639428985252809,2024-05-20,2024-08-17
240520DB,9133603908014,47,348.85,313.13,328.7865,0.7791880451182209,2024-05-20,2024-11-25
240109BA,5573515979800,229,279.12,237.3,249.16500000000002,0.3195362241757912,2024-01-09,2025-03-27
240109BB,6373646879188,431,289.95,178.97,187.9185,0.0,2024-01-09,2024-01-24
240109BC,9320526500374,344,215.58,140.48,147.504,0.4871089769446331,2024-01-09,2024-10-11
240109BD,6874779065864,66,413.01,283.78,297.969,0.625,2024-01-09,2024-01-26
240109BE,2646305542863,355,83.69,71.98,75.57900000000001,0.6505143024996257,2024-01-09,2025-03-30
241202DA,7477584351590,160,309.82,251.19,263.7495,0.9998652653323127,2024-12-02,2025-11-14
241110AA,6079913241894,264,479.81,348.37,365.7885,0.9997293223505435,2024-11-10,2025-06-28
241110AB,1374644357806,407,202.07,181.78,190.869,0.9815027573529411,2024-11-10,2025-05-16
241110AC,2646305542863,44,83.69,51.23,53.7915,0.99993896484375,2024-11-10,2025-01-09
241110AD,7193208938982,177,75.87,61.48,64.554,0.0,2024-11-10,2024-07-09
240418CA,9792841352355,166,76.59,64.16,67.368,0.8863214704725477,2024-04-18,2024-10-15
240418CB,4266329572283,83,494.87,332.35,348.96750000000003,0.9318523763496185,2024-04-18,2024-11-18
240416CA,7193208938982,302,75.87,61.88,64.974,0.6908510233226575,2024-04-16,2025-07-16
240906EA,7417081143053,259,46.68,34.18,35.889,0.9978040612262229,2024-09-06,2024-11-14
240906EB,7438552944490,246,215.26,169.1,177.555,0.0,2024-09-06,2024-07-23
240906EC,6768130244551,203,418.41,294.01,308.7105,0.993234272875817,2024-09-06,2025-02-06
240518AA,9679955033493,231,31.17,24.8,26.040000000000003,0.2756980613425926,2024-05-18,2024-09-03
240518AB,7009664627837,336,292.8,242.92,255.066,0.7323018377953834,2024-05-18,2025-11-15
240402DA,4852979716602,229,53.02,46.3,48.615,0.8487816108728793,2024-04-02,2025-01-30
240402DB,8060776080538,302,432.33,352.5,370.125,0.6070093919223827,2024-04-02,2025-01-04
240402DC,2974785865598,389,311.37,219.12,230.07600000000002,0.9494557747474084,2024-04-02,2025-11-08
240824BA,4264705587768,300,305.69,266.35,279.6675,0.8172476854792401,2024-08-24,2025-07-16
240824BB,8562587170545,7,327.95,294.65,309.3825,0.9968203438652886,2024-08-24,2025-11-08
240824BC,2668380592920,227,425.92,259.42,272.391,0.986207087834676,2024-08-24,2025-09-12
240824BD,8952577124826,363,112.68,80.31,84.3255,0.969499563496646,2024-08-24,2025-09-17
240824BE,4887387328514,278,59.52,48.81,51.2505,0.0,2024-08-24,2024-05-26
240814EA,2168494776151,46,308.87,235.98,247.779,0.8625494988410027,2024-08-14,2025-02-12
240814EB,1904792486473,45,485.11,359.75,377.7375,0.9998423258463541,2024-08-14,2024-08-20
240319AA,7534112261015,76,295.41,246.09,258.3945,0.4666019414926504,2024-03-19,2025-01-21
240826EA,7009664627837,268,292.8,196.6,206.43,0.9716696921956665,2024-08-26,2026-03-23
240519AA,4852979716602,365,53.02,43.27,45.4335,0.8269104516806722,2024-05-19,2024-09-15
240213BA,1319495204239,14,478.65,381.23,400.29150000000004,0.7012864906369275,2024-02-13,2024-11-01
240213BB,1081846168108,101,431.55,260.49,273.5145,0.7765943739149306,2024-02-13,2024-07-06
240213BC,8118777908898,86,28.11,18.81,19.7505,0.0,2024-02-13,2024-01-08
240213BD,8118777908898,68,28.11,24.95,26.1975,0.33145201439950983,2024-02-13,2024-07-15
240213BE,7118631998839,255,114.2,69.58,73.059,0.5608240864666334,2024-02-13,2025-06-29
240402AA,9320526500374,347,215.58,161.62,169.70100000000002,0.7816099761634745,2024-04-02,2025-04-09
240402AB,2005707746631,195,488.48,352.27,369.88349999999997,0.8321078465275318,2024-04-02,2025-03-21
240402AC,5112203895591,293,92.99,75.83,79.6215,0.75,2024-04-02,2024-04-15
240402AD,5656234314111,255,497.03,322.56,338.68800000000005,0.718151752765362,2024-04-02,2024-10-27
240402AE,7009664627837,273,292.8,230.35,241.8675,0.0,2024-04-02,2024-01-06
241009BA,7534112261015,124,295.41,234.52,246.246,0.9704249024675684,2024-10-09,2025-12-02
241009BB,3348353436381,206,337.58,303.22,318.38100000000003,0.9646465366484185,2024-10-09,2025-11-24
241009BC,5723787941699,296,292.84,212.61,223.24050000000003,0.9932569292601466,2024-10-09,2026-05-01
240926AA,6695212836394,131,355.52,257.99,270.8895,0.98375244140625,2024-09-26,2025-08-12
240926AB,8493556002921,84,403.34,321.27,337.3335,0.998046875,2024-09-26,2024-10-27
240420CA,7538675410397,127,220.23,144.98,152.22899999999998,0.961135576356132,2024-04-20,2024-06-12
240420CB,9792841352355,383,76.59,58.13,61.036500000000004,0.7598445959258497,2024-04-20,2024-10-08
240420CC,2668380592920,305,425.92,331.16,347.718,0.0,2024-04-20,2024-02-02
240420CD,1885386949733,6,55.98,47.03,49.3815,0.7140671466029971,2024-04-20,2024-10-14
240215DA,3801660182303,81,355.28,285.56,299.838,0.6245770302547771,2024-02-15,2024-07-21
240215DB,6400454451965,172,424.14,338.7,355.635,0.4839452570134943,2024-02-15,2025-04-30
240215DC,2168494776151,167,308.87,253.14,265.79699999999997,0.5660926467703975,2024-02-15,2024-10-11
240305EA,1440710811309,215,25.28,22.29,23.4045,0.8543633355034722,2024-03-05,2024-07-27
240305EB,7442652072221,224,325.21,264.55,277.77750000000003,0.917845562904017,2024-03-05,2025-12-14
240305EC,9366403560281,368,398.69,245.27,257.5335,0.34316406250000003,2024-03-05,2024-11-10
240305ED,9679955033493,125,31.17,21.08,22.134,0.643286843901699,2024-03-05,2024-09-27
240320BA,7118631998839,379,114.2,102.26,107.373,0.6943677414295285,2024-03-20,2025-11-12
240320BB,2168494776151,433,308.87,201.75,211.8375,0.37774433992346934,2024-03-20,2024-11-20
240320BC,1887140245119,103,47.43,41.58,43.659,0.75,2024-03-20,2024-03-25
240320BD,9133603908014,457,348.85,273.66,287.343,0.39762316775244305,2024-03-20,2025-01-21
240320BE,3801660182303,225,355.28,256.21,269.02049999999997,0.8433801241339491,2024-03-20,2025-05-27
240323BA,9099746266551,115,445.68,395.37,415.1385,0.6794157149530853,2024-03-23,2025-04-20
240323BB,7442652072221,78,325.21,276.04,289.84200000000004,0.0,2024-03-23,2024-02-10
240323BC,2081796341037,190,210.19,130.8,137.34000000000003,0.8158562978108724,2024-03-23,2024-12-18
240323BD,1887140245119,292,47.43,37.19,39.0495,0.5774550246290564,2024-03-23,2025-05-20
240323BE,7118631998839,342,114.2,89.35,93.8175,0.9200148809523809,2024-03-23,2024-07-06
240620EA,1489716693439,331,397.04,304.07,319.2735,0.819964353279148,2024-06-20,2025-01-29
240620EB,1530281751828,359,174.5,126.72,133.056,0.8818643599815283,2024-06-20,2025-09-10
240620EC,1489716693439,263,397.04,276.56,290.38800000000003,0.8057395641620342,2024-06-20,2025-03-07
240620ED,9320526500374,109,215.58,147.72,155.106,0.7872900447329959,2024-06-20,2025-08-01
240901CA,1319495204239,106,478.65,340.09,357.0945,0.980139752146614,2024-09-01,2025-12-27
240531BA,8068700962471,453,308.95,277.29,291.15450000000004,0.5090604035750679,2024-05-31,2024-12-01
240531BB,9550889811760,339,480.18,414.5,435.225,0.9455376488238382,2024-05-31,2025-09-10
240531BC,9366403560281,81,398.69,268.37,281.7885,0.8882984834558824,2024-05-31,2024-08-07
240116BA,5723787941699,295,292.84,215.29,226.0545,0.8444592741114147,2024-01-16,2025-11-22
240116BB,6695212836394,436,355.52,244.41,256.6305,0.43918918918918914,2024-01-16,2024-02-22
241229AA,4264705587768,213,305.69,215.11,225.86550000000003,0.998046875,2024-12-29,2026-06-19
241229AB,9320526500374,436,215.58,136.0,142.8,0.999969482421875,2024-12-29,2025-03-25
240127DA,9341222702392,211,207.46,151.35,158.9175,0.815068493150685,2024-01-27,2024-04-09
240127DB,2081796341037,77,210.19,172.32,180.936,0.5,2024-01-27,2024-02-10
240127DC,8493556002921,366,403.34,331.02,347.57099999999997,0.76060892568177,2024-01-27,2025-09-07
240629AA,7417081143053,263,46.68,35.16,36.918,0.6247967411971993,2024-06-29,2025-04-16
240629AB,2668380592920,78,425.92,350.58,368.109,0.8679332816323568,2024-06-29,2026-05-18
240629AC,2081796341037,16,210.19,141.84,148.93200000000002,0.8346475873674665,2024-06-29,2025-01-25
240629AD,3000161243260,81,242.45,207.11,217.46550000000002,0.0,2024-06-29,2024-06-26
240326BA,6079913241894,94,479.81,335.67,352.4535,0.7394134963768116,2024-03-26,2024-06-03
241106EA,6695212836394,283,355.52,251.14,263.697,0.9998779296875,2024-11-06,2025-08-27
241106EB,4852979716602,295,53.02,37.36,39.228,0.9998358960421581,2024-11-06,2025-02-20
240328AA,5966087203573,438,467.15,399.53,419.5065,0.8072755164706831,2024-03-28,2024-10-08
240328AB,8952577124826,69,112.68,87.46,91.833,0.86645586379781,2024-03-28,2026-01-13
240328AC,7909647285748,107,435.69,339.84,356.832,0.805061747274492,2024-03-28,2025-01-29
240328AD,1440710811309,48,25.28,18.81,19.7505,0.798418700594862,2024-03-28,2025-11-13
240328AE,1489716693439,268,397.04,328.68,345.11400000000003,0.5685345493467514,2024-03-28,2024-09-21
240521CA,8118777908898,196,28.11,19.95,20.9475,0.6552121930006074,2024-05-21,2025-04-14
240521CB,5573515979800,273,279.12,245.01,257.2605,0.7566207627118644,2024-05-21,2024-07-19
240521CC,3019733334840,381,160.71,141.75,148.8375,0.0,2024-05-21,2024-04-23
240521CD,4852979716602,120,53.02,36.94,38.787,0.7287700099053143,2024-05-21,2025-02-23
241118EA,1319495204239,227,478.65,391.27,410.8335,0.999969482421875,2024-11-18,2026-07-28
240119BA,3019733334840,60,160.71,143.75,150.9375,0.7906202169565054,2024-01-19,2025-03-23
240119BB,1366803933780,106,220.48,172.76,181.398,0.35200427827380953,2024-01-19,2024-09-06
240119BC,4887387328514,444,59.52,47.39,49.7595,0.21710526315789475,2024-01-19,2024-02-26
240106CA,5656234314111,144,497.03,352.25,369.8625,0.0,2024-01-06,2023-11-25
240822BA,9882839546088,419,245.8,190.76,200.298,0.9082494025219834,2024-08-22,2025-11-16
240822BB,5334981206381,142,328.76,263.35,276.51750000000004,0.8818695638781395,2024-08-22,2026-02-08
240629EA,7111402598169,221,253.79,194.78,204.519,0.9653018282860825,2024-06-29,2025-04-16
240629EB,4852979716602,293,53.02,32.14,33.747,0.947125825725618,2024-06-29,2026-03-01
240629EC,7009664627837,65,292.8,255.08,267.834,0.8757281962976434,2024-06-29,2025-09-13
240629ED,2646305542863,346,83.69,55.02,57.77100000000001,0.0,2024-06-29,2024-05-17
240117DA,7111402598169,240,253.79,207.85,218.2425,0.6784128783851542,2024-01-17,2025-07-28
240527DA,8493556002921,290,403.34,339.64,356.622,0.47621263776506695,2024-05-27,2024-12-02
240527DB,6079913241894,344,479.81,416.02,436.821,0.7496082054640718,2024-05-27,2025-04-26
240527DC,4887387328514,328,59.52,49.25,51.712500000000006,0.7967379385964912,2024-05-27,2024-07-23
240527DD,2168494776151,308,308.87,266.7,280.035,0.6557138480392157,2024-05-27,2024-09-06
240527DE,9133603908014,270,348.85,265.99,279.28950000000003,0.9609375845362275,2024-05-27,2025-05-23
240711AA,6695212836394,251,355.52,237.48,249.354,0.9604365702248014,2024-07-11,2025-11-06
240404EA,4266329572283,221,494.87,401.69,421.7745,0.5639740566037735,2024-04-04,2024-05-27
240404EB,2764870889303,142,485.66,350.61,368.14050000000003,0.9056768417358398,2024-04-04,2024-09-27
240404EC,9341222702392,408,207.46,180.06,189.06300000000002,0.9391040644369835,2024-04-04,2024-12-02
240404ED,7009664627837,395,292.8,260.08,273.084,0.8014387130737304,2024-04-04,2026-01-04
241105BA,9099746266551,449,445.68,354.28,371.99399999999997,0.0,2024-11-05,2024-11-03
240716CA,1440710811309,344,25.28,21.89,22.9845,0.0,2024-07-16,2024-05-26
240716CB,5573515979800,443,279.12,243.88,256.074,0.7404709648840206,2024-07-16,2024-10-21
240716CC,6874779065864,89,413.01,286.65,300.9825,0.0,2024-07-16,2024-06-27
240716CD,8060776080538,307,432.33,307.45,322.8225,0.8404544703549849,2024-07-16,2025-06-12
240606EA,8295015923248,75,460.74,336.69,353.5245,0.6536572158977549,2024-06-06,2025-03-12
240606EB,3801660182303,382,355.28,247.6,259.98,0.9851213589049223,2024-06-06,2025-12-28
240709BA,1904792486473,213,485.11,346.21,363.52049999999997,0.9955729166666667,2024-07-09,2024-07-24
240709BB,4799124724315,111,181.18,110.51,116.03550000000001,0.9896907558043798,2024-07-09,2025-11-01
240709BC,4887387328514,481,59.52,48.96,51.408,0.0,2024-07-09,2024-06-13
241008EA,4799124724315,48,181.18,112.82,118.461,0.9673410596489267,2024-10-08,2026-04-20
241008EB,7909647285748,131,435.69,309.62,325.101,0.5797796046480219,2024-10-08,2024-11-24
240111CA,5334981206381,427,328.76,282.75,296.8875,0.40316956795302017,2024-01-11,2024-11-04
240111CB,9320526500374,474,215.58,177.23,186.0915,0.5729166666666667,2024-01-11,2024-02-04
240111CC,8562587170545,201,327.95,286.75,301.08750000000003,0.6545584542410714,2024-01-11,2024-05-02
240111CD,3801660182303,248,355.28,235.34,247.10700000000003,0.5428155667519983,2024-01-11,2025-06-13
240111CE,3922480347697,78,341.62,253.54,266.217,0.5476965771781074,2024-01-11,2025-08-09
241111CA,2646305542863,97,83.69,69.64,73.122,0.9998779296875,2024-11-11,2026-07-23
240331BA,6695212836394,45,355.52,227.56,238.93800000000002,0.4229708847246672,2024-03-31,2025-01-29
240331BB,5966087203573,218,467.15,356.96,374.808,0.873641304347826,2024-03-31,2024-05-16
240331BC,1374644357806,78,202.07,132.19,138.7995,0.6136863014914773,2024-03-31,2025-06-14
240921EA,1374644357806,423,202.07,171.94,180.537,0.9986765752384319,2024-09-21,2025-04-10
240921EB,6874779065864,269,413.01,266.64,279.972,0.9562204343463303,2024-09-21,2025-04-27
240921EC,7118631998839,275,114.2,74.86,78.60300000000001,0.9999057453377802,2024-09-21,2025-06-14
240803AA,6695212836394,321,355.52,227.8,239.19000000000003,0.9847568966280018,2024-08-03,2025-12-03
240301EA,1887140245119,285,47.43,29.05,30.5025,0.9267400568181818,2024-03-01,2024-06-19
240301EB,6768130244551,345,418.41,375.38,394.149,0.3546171151899052,2024-03-01,2025-01-22
240904DA,9882839546088,164,245.8,173.99,182.6895,0.904374740448505,2024-09-04,2026-04-29
240524AA,9099746266551,65,445.68,390.44,409.962,0.7299436893103257,2024-05-24,2025-07-22
240524AB,1440710811309,453,25.28,20.99,22.0395,0.0,2024-05-24,2024-05-24
240714CA,6400454451965,110,424.14,336.53,353.3565,0.7398524313980008,2024-07-14,2024-12-22
240714CB,7909647285748,413,435.69,275.06,288.813,0.8505905730814873,2024-07-14,2026-04-07
240714CC,7538675410397,378,220.23,172.8,181.44000000000003,0.9149460479290816,2024-07-14,2024-11-28
240714CD,4651387619190,277,181.26,114.72,120.456,0.9946398788623596,2024-07-14,2025-12-30
240714CE,9099746266551,320,445.68,330.76,347.298,0.9930662331006206,2024-07-14,2025-04-22
240114EA,6695212836394,353,355.52,305.54,320.817,0.0,2024-01-14,2023-11-18
240114EB,5966087203573,375,467.15,385.04,404.29200000000003,0.6189309622495229,2024-01-14,2024-10-02
240408DA,7477584351590,237,309.82,211.06,221.613,0.8912227647420068,2024-04-08,2025-07-06
240408DB,7193208938982,341,75.87,50.96,53.508,0.8566337719298245,2024-04-08,2024-06-04
240414BA,9679955033493,99,31.17,24.88,26.124,0.9112452525012897,2024-04-14,2025-09-26
240414BB,5656234314111,141,497.03,305.7,320.985,0.708563232421875,2024-04-14,2025-08-07
240702CA,3922480347697,199,341.62,224.54,235.767,0.9747997941641972,2024-07-02,2024-11-24
240702CB,6695212836394,208,355.52,262.02,275.121,0.8592658001443614,2024-07-02,2025-02-17
240702CC,9320526500374,205,215.58,165.67,173.9535,0.7894736842105263,2024-07-02,2024-07-21
240702CD,9320526500374,53,215.58,183.14,192.297,0.7261284722222222,2024-07-02,2024-09-12
240702CE,1530281751828,14,174.5,141.67,148.7535,0.964351973100142,2024-07-02,2025-04-03
240415EA,8068700962471,65,308.95,251.26,263.823,0.9296960663377193,2024-04-15,2024-10-03
240415EB,3442852944505,84,240.4,184.62,193.851,0.7624069575327503,2024-04-15,2025-11-27
240415EC,6768130244551,295,418.41,281.1,295.15500000000003,0.9919782366071428,2024-04-15,2024-08-19
240211CA,4852979716602,184,53.02,36.34,38.157000000000004,0.9057521571028984,2024-02-11,2025-11-23
240627DA,2668380592920,229,425.92,371.0,389.55,0.8185135690789473,2024-06-27,2024-09-11
240617AA,1366803933780,412,220.48,182.72,191.856,0.7412188986073369,2024-06-17,2024-12-18
240617AB,1489716693439,92,397.04,242.16,254.268,0.8280971588210508,2024-06-17,2025-03-21
240617AC,1366803933780,163,220.48,133.22,139.881,0.9033578773100213,2024-06-17,2025-10-28
240414BA,4887387328514,223,59.52,52.66,55.293,0.7998439108187727,2024-04-14,2025-08-09
241031CA,3922480347697,121,341.62,245.1,257.355,0.9999840146019345,2024-10-31,2025-07-10
241031CB,5656234314111,92,497.03,309.42,324.891,0.989346443338597,2024-10-31,2024-12-17
241031CC,6695212836394,253,355.52,217.79,228.6795,0.9973045171693313,2024-10-31,2025-01-25
241031CD,7118631998839,362,114.2,68.94,72.387,0.9988787974722805,2024-10-31,2026-05-05
241031CE,8295015923248,375,460.74,398.29,418.20450000000005,0.866067613874163,2024-10-31,2024-11-28
241102CA,7417081143053,189,46.68,28.68,30.114,0.9443316494461393,2024-11-02,2025-12-18
241102CB,2676489428461,221,56.63,37.42,39.291000000000004,0.9991187636470382,2024-11-02,2025-06-21
241102CC,9679955033493,223,31.17,27.12,28.476000000000003,0.9980261607565367,2024-11-02,2026-05-23
241102CD,1530281751828,88,174.5,116.66,122.493,0.9992430803557151,2024-11-02,2025-06-19
240405BA,4887387328514,223,59.52,43.99,46.1895,0.94921875,2024-04-05,2024-05-21
240405BB,1081846168108,310,431.55,318.61,334.5405,0.8392406738281251,2024-04-05,2025-12-21
240405BC,1081846168108,263,431.55,346.78,364.11899999999997,0.8267716535433072,2024-04-05,2024-08-10
241124CA,1374644357806,310,202.07,124.69,130.9245,0.99951171875,2024-11-24,2026-07-06
240818BA,3046223091366,49,373.29,265.41,278.68050000000005,0.9708274047299208,2024-08-18,2025-03-27
240904BA,9792841352355,232,76.59,68.86,72.303,0.7876404601258117,2024-09-04,2025-04-23
240904BB,4887387328514,147,59.52,36.9,38.745,0.9006631337455693,2024-09-04,2026-02-19
240904BC,7534112261015,113,295.41,213.27,223.9335,0.8785077940742925,2024-09-04,2025-11-02
240904BD,2646305542863,449,83.69,70.48,74.004,0.9747349132191051,2024-09-04,2025-03-10
240203AA,2081796341037,460,210.19,163.1,171.255,0.6508349346858199,2024-02-03,2024-08-07
240203AB,3922480347697,230,341.62,254.41,267.1305,0.875,2024-02-03,2024-03-05
240203AC,9133603908014,368,348.85,287.96,302.358,0.6538146661675495,2024-02-03,2025-08-31
240203AD,5723787941699,408,292.84,181.27,190.33350000000002,0.0,2024-02-03,2023-12-17
240203AE,1366803933780,116,220.48,163.99,172.1895,0.33442921882128196,2024-02-03,2024-11-03
240911EA,9550889811760,124,480.18,395.24,415.002,0.8471459431882284,2024-09-11,2025-02-21
240911EB,5966087203573,362,467.15,280.7,294.735,0.9965002844641516,2024-09-11,2025-08-10
240911EC,7784851719923,462,21.64,18.93,19.8765,0.0,2024-09-11,2024-08-01
240425AA,4799124724315,383,181.18,146.52,153.846,0.8392628022354014,2024-04-25,2024-09-09
240425AB,7111402598169,401,253.79,158.2,166.10999999999999,0.0,2024-04-25,2024-03-15
240425AC,9133603908014,362,348.85,310.21,325.7205,0.5139602898316062,2024-04-25,2025-05-16
241129DA,4243802214885,313,321.05,275.53,289.30649999999997,0.9991341230165156,2024-11-29,2025-12-20
241129DB,6695212836394,127,355.52,257.32,270.186,0.9990234375,2024-11-29,2025-06-14
241129DC,8060776080538,289,432.33,326.38,342.699,0.9999440366571599,2024-11-29,2025-01-12
241129DD,7784851719923,162,21.64,17.15,18.0075,0.99993896484375,2024-11-29,2026-10-05
241129DE,7538675410397,370,220.23,181.66,190.743,0.9999990463256836,2024-11-29,2025-12-06
240723DA,1887140245119,420,47.43,29.89,31.384500000000003,0.8875575003455249,2024-07-23,2026-01-11
240723DB,4852979716602,23,53.02,35.47,37.2435,0.8338166945380583,2024-07-23,2025-10-25
241122EA,6768130244551,31,418.41,338.58,355.509,0.9955305619673296,2024-11-22,2025-05-17
241122EB,5723787941699,283,292.84,250.13,262.6365,0.9721678278038919,2024-11-22,2026-04-27
241122EC,3019733334840,210,160.71,100.13,105.1365,0.9948152515986195,2024-11-22,2025-02-03
240802EA,7009664627837,305,292.8,260.76,273.798,0.87646484375,2024-08-02,2024-11-22
240802EB,4852979716602,153,53.02,44.25,46.4625,0.9400456904288608,2024-08-02,2025-10-19
240802EC,1530281751828,166,174.5,117.51,123.38550000000001,0.9966866629464286,2024-08-02,2024-08-30
240802ED,1319495204239,67,478.65,365.19,383.4495,0.924890000580855,2024-08-02,2025-04-28
241028AA,7477584351590,145,309.82,226.31,237.62550000000002,0.993401603553685,2024-10-28,2026-04-07
241028AB,9679955033493,383,31.17,24.54,25.767,0.9717339409722222,2024-10-28,2025-05-23
241028AC,4266329572283,342,494.87,319.99,335.9895,0.9994251102042597,2024-10-28,2025-04-25
241109BA,4243802214885,370,321.05,263.09,276.24449999999996,0.9967847140330188,2024-11-09,2026-01-07
241109BB,7477584351590,311,309.82,243.71,255.89550000000003,0.998916979310443,2024-11-09,2026-06-15
241109BC,1374644357806,409,202.07,168.01,176.41049999999998,0.9877753747027853,2024-11-09,2026-06-07
241109BD,8295015923248,56,460.74,338.7,355.635,0.999993931163441,2024-11-09,2025-07-31
241109BE,1530281751828,126,174.5,125.73,132.0165,0.9999501198020133,2024-11-09,2025-12-23
240129EA,7118631998839,262,114.2,76.97,80.8185,0.8044868364726028,2024-01-29,2024-06-23
240129EB,5756935329189,271,412.49,293.47,308.1435,0.6283749787703805,2024-01-29,2024-09-15
240129EC,1887140245119,376,47.43,33.87,35.5635,0.6559337044534412,2024-01-29,2024-10-02
240129ED,5966087203573,411,467.15,306.44,321.762,0.49719101123595505,2024-01-29,2024-04-27
240521BA,1921407170452,431,121.15,106.11,111.41550000000001,0.9669152462121212,2024-05-21,2025-05-19
240521BB,1921407170452,174,121.15,80.81,84.85050000000001,0.8136662946428571,2024-05-21,2024-11-12
240521BC,6373646879188,415,289.95,249.27,261.73350000000005,0.9435067471590909,2024-05-21,2025-11-22
240918EA,1885386949733,434,55.98,49.27,51.73350000000001,0.0,2024-09-18,2024-08-19
240918EB,7784851719923,116,21.64,17.03,17.881500000000003,0.9966036714693898,2024-09-18,2025-12-25
240410EA,8295015923248,52,460.74,288.27,302.6835,0.0,2024-04-10,2024-01-25
240410EB,9133603908014,330,348.85,230.24,241.752,0.0,2024-04-10,2024-03-30
240829AA,9099746266551,81,445.68,292.54,307.16700000000003,0.9189707438151041,2024-08-29,2026-01-27
241018AA,1885386949733,268,55.98,35.28,37.044000000000004,0.985034814356625,2024-10-18,2025-12-13
241018AB,8493556002921,80,403.34,359.73,377.71650000000005,0.9894398082386364,2024-10-18,2025-05-26
241018AC,6874779065864,118,413.01,325.93,342.22650000000004,0.9705478443818933,2024-10-18,2024-11-04
241018AD,7538675410397,424,220.23,171.62,180.20100000000002,0.6152625450721154,2024-10-18,2024-11-13
